p1_fighter,p2_fighter,p1_KD,p2_KD,p1_SIG_STR_PCT,p2_SIG_STR_PCT,p1_TD_PCT,p2_TD_PCT,p1_SUB_ATT,p2_SUB_ATT,p1_REV,p2_REV,p1_CTRL,p2_CTRL,p1_R1_KD,p2_R1_KD,p1_R1_SIG_STR_PCT,p2_R1_SIG_STR_PCT,p1_R1_TD_PCT,p2_R1_TD_PCT,p1_R1_SUB_ATT,p2_R1_SUB_ATT,p1_R1_REV,p2_R1_REV,p1_R1_CTRL,p2_R1_CTRL,p1_SIG_STR_PCT_DETAILED,p2_SIG_STR_PCT_DETAILED,p1_R1_SIG_STR_PCT_DETAILED,p2_R1_SIG_STR_PCT_DETAILED,method,referee,winner,event_date,p1_SIG_STR_LANDED,p1_SIG_STR_ATTEMPTED,p2_SIG_STR_LANDED,p2_SIG_STR_ATTEMPTED,p1_TOTAL_STR_LANDED,p1_TOTAL_STR_ATTEMPTED,p2_TOTAL_STR_LANDED,p2_TOTAL_STR_ATTEMPTED,p1_TD_LANDED,p1_TD_ATTEMPTED,p2_TD_LANDED,p2_TD_ATTEMPTED,p1_R1_SIG_STR_LANDED,p1_R1_SIG_STR_ATTEMPTED,p2_R1_SIG_STR_LANDED,p2_R1_SIG_STR_ATTEMPTED,p1_R1_TOTAL_STR_LANDED,p1_R1_TOTAL_STR_ATTEMPTED,p2_R1_TOTAL_STR_LANDED,p2_R1_TOTAL_STR_ATTEMPTED,p1_R1_TD_LANDED,p1_R1_TD_ATTEMPTED,p2_R1_TD_LANDED,p2_R1_TD_ATTEMPTED,p1_HEAD_LANDED,p1_HEAD_ATTEMPTED,p2_HEAD_LANDED,p2_HEAD_ATTEMPTED,p1_BODY_LANDED,p1_BODY_ATTEMPTED,p2_BODY_LANDED,p2_BODY_ATTEMPTED,p1_LEG_LANDED,p1_LEG_ATTEMPTED,p2_LEG_LANDED,p2_LEG_ATTEMPTED,p1_DISTANCE_LANDED,p1_DISTANCE_ATTEMPTED,p2_DISTANCE_LANDED,p2_DISTANCE_ATTEMPTED,p1_CLINCH_LANDED,p1_CLINCH_ATTEMPTED,p2_CLINCH_LANDED,p2_CLINCH_ATTEMPTED,p1_GROUND_LANDED,p1_GROUND_ATTEMPTED,p2_GROUND_LANDED,p2_GROUND_ATTEMPTED,p1_R1_HEAD_LANDED,p1_R1_HEAD_ATTEMPTED,p2_R1_HEAD_LANDED,p2_R1_HEAD_ATTEMPTED,p1_R1_BODY_LANDED,p1_R1_BODY_ATTEMPTED,p2_R1_BODY_LANDED,p2_R1_BODY_ATTEMPTED,p1_R1_LEG_LANDED,p1_R1_LEG_ATTEMPTED,p2_R1_LEG_LANDED,p2_R1_LEG_ATTEMPTED,p1_R1_DISTANCE_LANDED,p1_R1_DISTANCE_ATTEMPTED,p2_R1_DISTANCE_LANDED,p2_R1_DISTANCE_ATTEMPTED,p1_R1_CLINCH_LANDED,p1_R1_CLINCH_ATTEMPTED,p2_R1_CLINCH_LANDED,p2_R1_CLINCH_ATTEMPTED,p1_R1_GROUND_LANDED,p1_R1_GROUND_ATTEMPTED,p2_R1_GROUND_LANDED,p2_R1_GROUND_ATTEMPTED,p1_height,p1_weight,p1_reach,p1_stance,p1_dob,p1_SLpM,p1_Str. Acc.,p1_SApM,p1_Str. Def,p1_TD Avg.,p1_TD Acc.,p1_TD Def.,p1_Sub. Avg.,p2_height,p2_weight,p2_reach,p2_stance,p2_dob,p2_SLpM,p2_Str. Acc.,p2_SApM,p2_Str. Def,p2_TD Avg.,p2_TD Acc.,p2_TD Def.,p2_Sub. Avg.
Genki Sudo,Leigh Remedios,0,0,0.31,0.41,0.66,,3,0,0,0,211,85,0,0,0.33,0.28,0.5,,2,0,0,0,142,85,0.31,0.41,0.33,0.28,Submission,John McCarthy,1,2002-07-13,9,29,5,12,17,37,32,42,2,3,0,0,9,27,2,7,14,32,29,37,1,2,0,0,8,21,1,7,0,1,1,1,1,7,3,4,3,18,3,9,0,2,2,3,6,9,0,0,8,21,0,4,0,1,1,1,1,5,1,2,3,16,0,4,0,2,2,3,6,9,0,0,69.0,155.0,,Orthodox,1978-03-08,1.55,0.39,2.23,0.33,3.58,0.6,0.5,4.2,67.0,155.0,,Orthodox,1976-01-13,0.75,0.41,1.36,0.68,0.00,0.0,0.33,0.0
Phillip Miller,James Zikic,0,0,0.56,0.43,0.18,0.0,0,1,0,0,583,166,0,0,0.54,0.75,0.25,0.0,0,0,0,0,257,5,0.56,0.43,0.54,0.75,Decision - Unanimous,Larry Landless,1,2002-07-13,30,53,29,66,82,114,55,93,4,22,0,1,13,24,6,8,29,43,12,14,1,4,0,1,24,45,20,56,4,6,8,9,2,2,1,1,8,14,8,25,7,11,11,18,15,28,10,23,9,19,1,3,4,5,5,5,0,0,0,0,0,0,1,1,3,4,5,7,10,20,0,0,71.0,185.0,,Orthodox,1979-02-20,1.61,0.54,1.93,0.5,3.62,0.25,1.0,0.6,74.0,205.0,,Orthodox,1977-03-01,1.47,0.35,1.60,0.44,0.50,0.25,0.74,0.5
Renato Sobral,Elvis Sinosic,0,0,0.46,0.35,1.0,0.0,0,0,0,0,778,3,0,0,0.38,0.44,1.0,,0,0,0,0,264,0,0.46,0.35,0.38,0.44,Decision - Unanimous,John McCarthy,1,2002-07-13,42,90,7,20,117,174,79,99,4,4,0,1,14,36,4,9,30,55,33,40,1,1,0,0,36,83,3,15,2,2,3,3,4,5,1,2,9,18,6,18,0,0,0,0,33,72,1,2,13,35,2,7,0,0,2,2,1,1,0,0,2,6,4,9,0,0,0,0,12,30,0,0,73.0,205.0,75.0,Orthodox,1975-09-07,2.23,0.45,1.53,0.57,2.48,0.42,0.65,2.6,75.0,205.0,77.0,Orthodox,1971-02-13,1.13,0.37,4.60,0.53,0.00,0.0,0.0,1.2
Evan Tanner,Chris Haseman,0,0,0.71,0.7,0.6,,0,2,0,0,829,14,0,0,0.86,0.77,0.33,,0,2,0,0,261,14,0.71,0.7,0.86,0.77,Decision - Unanimous,Larry Landless,1,2002-07-13,70,98,14,20,131,161,49,56,3,5,0,0,13,15,7,9,14,16,19,22,1,3,0,0,47,71,3,8,21,23,6,6,2,4,5,6,7,9,5,9,10,13,5,7,53,76,4,4,4,4,1,3,7,8,2,2,2,3,4,4,1,1,4,4,5,7,3,5,7,7,0,0,72.0,185.0,74.0,Orthodox,1971-02-11,3.05,0.59,2.64,0.56,2.55,0.43,0.25,1.3,71.0,205.0,,Orthodox,1969-06-02,0.93,0.7,4.67,0.28,0.00,0.0,0.4,2.0
Chuck Liddell,Vitor Belfort,1,0,0.55,0.47,,0.75,0,0,0,0,214,126,0,0,0.76,0.72,,0.75,0,0,0,0,76,126,0.55,0.47,0.76,0.72,Decision - Unanimous,John McCarthy,1,2002-06-22,43,78,20,42,59,95,26,49,0,0,3,4,13,17,8,11,21,25,12,15,0,0,3,4,7,38,12,32,5,7,0,1,31,33,8,9,20,53,14,34,17,18,3,3,6,7,3,5,1,5,5,8,3,3,0,0,9,9,3,3,4,8,2,3,9,9,3,3,0,0,3,5,74.0,205.0,76.0,Orthodox,1969-12-17,2.97,0.35,2.71,0.56,0.44,0.75,0.81,0.0,72.0,185.0,74.0,Southpaw,1977-04-01,1.59,0.46,2.83,0.5,1.02,0.6,0.53,0.6
Benji Radach,Nick Serra,1,0,0.56,0.0,,0.1,0,2,0,0,614,104,0,0,0.62,0.0,,0.0,0,2,0,0,228,19,0.56,0.0,0.62,0.0,Decision - Unanimous,John McCarthy,1,2002-06-22,26,46,0,8,67,92,23,31,0,0,1,10,17,27,0,3,32,42,4,7,0,0,0,3,24,43,0,8,2,3,0,0,0,0,0,0,3,9,0,8,2,2,0,0,21,35,0,0,15,25,0,3,2,2,0,0,0,0,0,0,1,3,0,3,2,2,0,0,14,22,0,0,70.0,185.0,,Orthodox,1979-04-05,2.62,0.49,2.31,0.51,1.06,0.41,0.71,0.4,69.0,170.0,,Orthodox,1978-03-27,0.00,0.0,1.73,0.43,1.00,0.1,0.0,2.0
Pete Spratt,Zach Light,0,0,0.6,0.4,,1.0,1,0,0,0,3,123,0,0,0.6,0.4,,1.0,1,0,0,0,3,123,0.6,0.4,0.6,0.4,Submission,Kipp Kollar,1,2002-06-22,3,5,2,5,5,7,13,16,0,0,1,1,3,5,2,5,5,7,13,16,0,0,1,1,1,3,2,5,2,2,0,0,0,0,0,0,2,4,1,1,1,1,0,0,0,0,1,4,1,3,2,5,2,2,0,0,0,0,0,0,2,4,1,1,1,1,0,0,0,0,1,4,69.0,170.0,,Orthodox,1971-01-09,1.63,0.48,1.33,0.55,0.30,1.0,0.46,0.3,68.0,170.0,,Orthodox,1974-02-06,0.81,0.33,1.90,0.48,1.36,1.0,0.0,0.0
Robbie Lawler,Steve Berger,1,0,0.54,0.29,1.0,0.33,0,0,0,0,122,26,0,0,0.53,0.29,1.0,0.33,0,0,0,0,117,26,0.54,0.29,0.53,0.29,KO/TKO,John McCarthy,1,2002-06-22,28,51,11,37,39,62,28,54,1,1,1,3,23,43,11,37,34,54,28,54,1,1,1,3,16,39,2,26,12,12,8,10,0,0,1,1,3,14,0,16,17,23,11,21,8,14,0,0,11,31,2,26,12,12,8,10,0,0,1,1,2,12,0,16,17,23,11,21,4,8,0,0,71.0,170.0,74.0,Southpaw,1982-03-20,3.85,0.47,4.67,0.59,0.65,0.64,0.65,0.0,71.0,170.0,,Orthodox,1973-05-20,1.00,0.27,3.26,0.36,0.84,0.4,0.16,1.7
Tony Fryklund,Rodrigo Ruas,1,0,0.58,0.35,,,1,0,0,0,415,4,1,0,0.57,0.43,,,0,0,0,0,229,0,0.58,0.35,0.57,0.43,KO/TKO,Kipp Kollar,1,2002-06-22,60,102,11,31,127,174,19,42,0,0,0,0,34,59,10,23,64,91,17,32,0,0,0,0,52,93,5,25,6,6,0,0,2,3,6,6,6,17,9,24,5,7,2,7,49,78,0,0,31,56,4,17,1,1,0,0,2,2,6,6,3,8,8,17,2,4,2,6,29,47,0,0,72.0,185.0,,Orthodox,1971-03-26,3.49,0.39,6.50,0.43,0.00,0.0,0.66,0.5,70.0,185.0,,Orthodox,1977-10-06,1.28,0.35,7.00,0.41,0.00,0.0,0.0,0.0
Yves Edwards,Joao Pierini,0,0,0.66,0.14,,,0,0,0,0,9,0,0,0,0.66,0.14,,,0,0,0,0,9,0,0.66,0.14,0.66,0.14,KO/TKO,Cecil Peoples,1,2002-06-22,6,9,1,7,6,9,1,7,0,0,0,0,6,9,1,7,6,9,1,7,0,0,0,0,3,6,1,7,0,0,0,0,3,3,0,0,5,6,1,7,0,0,0,0,1,3,0,0,3,6,1,7,0,0,0,0,3,3,0,0,5,6,1,7,0,0,0,0,1,3,0,0,69.0,155.0,73.0,Southpaw,1976-09-30,2.91,0.42,2.34,0.66,0.76,0.53,0.69,0.7,73.0,155.0,,Switch,1971-12-11,0.76,0.14,4.56,0.33,0.00,0.0,0.0,0.0
Murilo Bustamante,Matt Lindland,1,0,0.42,0.53,1.0,0.0,2,1,0,1,191,297,0,0,1.0,0.78,1.0,0.0,1,0,0,0,123,147,0.42,0.53,1.0,0.78,Submission,John McCarthy,1,2002-05-10,17,40,35,66,39,62,82,113,2,2,0,3,2,2,22,28,15,15,52,58,1,1,0,3,15,38,6,35,2,2,9,10,0,0,20,21,7,13,7,28,2,5,25,33,8,22,3,5,0,0,0,5,2,2,5,6,0,0,17,17,0,0,0,3,2,2,22,25,0,0,0,0,74.0,183.0,,Orthodox,1966-07-30,1.33,0.32,1.90,0.6,2.46,0.33,0.54,1.2,72.0,185.0,74.0,Southpaw,1970-05-17,2.62,0.5,1.56,0.52,3.01,0.48,0.6,1.3
Ricco Rodriguez,Tsuyoshi Kohsaka,0,0,0.57,0.54,0.6,1.0,1,0,0,0,430,33,0,0,0.62,0.4,0.5,1.0,1,0,0,0,256,18,0.57,0.54,0.62,0.4,KO/TKO,John McCarthy,1,2002-05-10,19,33,6,11,58,77,27,33,3,5,1,1,5,8,2,5,30,37,15,19,1,2,1,1,18,30,3,8,1,3,2,2,0,0,1,1,0,3,1,2,1,1,3,7,18,29,2,2,4,6,1,4,1,2,0,0,0,0,1,1,0,1,1,1,1,1,1,4,4,6,0,0,76.0,265.0,,Orthodox,1977-08-19,1.85,0.51,1.15,0.61,2.30,0.39,0.4,1.0,71.0,225.0,,Orthodox,1970-03-06,1.88,0.38,4.41,0.54,1.32,0.2,0.33,0.4
BJ Penn,Paul Creighton,0,0,0.69,0.75,,0.37,0,0,0,0,208,106,0,0,0.7,0.66,,0.5,0,0,0,0,87,95,0.69,0.75,0.7,0.66,KO/TKO,Larry Landless,1,2002-05-10,39,56,6,8,91,108,8,10,0,0,3,8,12,17,2,3,45,50,4,5,0,0,3,6,17,32,2,4,14,14,4,4,8,10,0,0,2,7,1,3,20,21,4,4,17,28,1,1,2,6,1,2,9,9,1,1,1,2,0,0,0,3,0,1,12,13,1,1,0,1,1,1,69.0,155.0,70.0,Orthodox,1978-12-13,2.76,0.48,3.20,0.56,1.19,0.55,0.74,0.5,66.0,155.0,,Southpaw,1970-06-04,0.72,0.75,4.65,0.3,5.37,0.37,0.0,0.0
Phil Baroni,Amar Suloev,0,0,0.47,0.6,0.0,1.0,0,1,0,0,51,3,0,0,0.47,0.6,0.0,1.0,0,1,0,0,51,3,0.47,0.6,0.47,0.6,KO/TKO,John McCarthy,1,2002-05-10,11,23,9,15,19,33,9,15,0,2,1,1,11,23,9,15,19,33,9,15,0,2,1,1,10,19,7,13,0,1,0,0,1,3,2,2,4,14,7,13,0,0,0,0,7,9,2,2,10,19,7,13,0,1,0,0,1,3,2,2,4,14,7,13,0,0,0,0,7,9,2,2,69.0,170.0,72.0,Orthodox,1976-04-16,2.77,0.45,3.93,0.4,1.46,0.47,0.6,0.5,69.0,183.0,,Orthodox,1976-07-01,1.98,0.37,2.19,0.7,0.27,1.0,0.88,0.3
Caol Uno,Yves Edwards,0,0,0.59,0.56,0.5,1.0,1,1,2,0,408,230,0,0,0.75,0.55,0.0,1.0,0,0,1,0,36,136,0.59,0.56,0.75,0.55,Decision - Unanimous,Larry Landless,1,2002-05-10,19,32,13,23,58,81,30,42,3,6,1,1,6,8,5,9,10,14,16,20,0,2,1,1,8,19,5,14,2,3,3,4,9,10,5,5,6,13,5,10,6,8,7,11,7,11,1,2,0,2,1,5,2,2,2,2,4,4,2,2,0,0,0,0,6,8,5,8,0,0,0,1,67.0,155.0,70.0,Southpaw,1975-05-08,1.91,0.49,1.90,0.5,1.95,0.31,0.37,0.5,69.0,155.0,73.0,Southpaw,1976-09-30,2.91,0.42,2.34,0.66,0.76,0.53,0.69,0.7
Ivan Salaverry,Andrei Semenov,0,0,0.59,0.1,1.0,0.5,8,1,0,0,355,105,0,0,0.52,0.0,1.0,1.0,4,1,0,0,205,51,0.59,0.1,0.52,0.0,KO/TKO,Mason White,1,2002-05-10,43,72,5,46,156,190,5,46,2,2,1,2,13,25,0,13,69,81,0,13,1,1,1,1,20,39,3,40,6,9,0,1,17,24,2,5,26,45,5,44,4,7,0,1,13,20,0,1,5,12,0,12,4,6,0,1,4,7,0,0,7,11,0,11,1,3,0,1,5,11,0,1,72.0,185.0,,Orthodox,1971-01-11,3.01,0.47,1.19,0.76,0.49,0.18,0.36,2.5,72.0,185.0,,Orthodox,1977-06-17,0.78,0.15,2.44,0.6,1.74,0.8,0.55,0.4
Benji Radach,Steve Berger,1,0,0.83,0.0,,,0,0,0,0,13,0,1,0,0.83,0.0,,,0,0,0,0,13,0,0.83,0.0,0.83,0.0,Overturned,John McCarthy,0,2002-05-10,10,12,0,2,10,12,0,2,0,0,0,0,10,12,0,2,10,12,0,2,0,0,0,0,10,12,0,2,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,9,11,0,0,10,12,0,2,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,9,11,0,0,70.0,185.0,,Orthodox,1979-04-05,2.62,0.49,2.31,0.51,1.06,0.41,0.71,0.4,71.0,170.0,,Orthodox,1973-05-20,1.00,0.27,3.26,0.36,0.84,0.4,0.16,1.7
Robbie Lawler,Aaron Riley,1,0,0.41,0.42,0.75,0.0,0,1,0,0,269,86,1,0,0.4,0.43,0.5,0.0,0,0,0,0,82,0,0.41,0.42,0.4,0.43,Decision - Unanimous,John McCarthy,1,2002-05-10,64,153,55,130,87,176,93,170,6,8,0,3,25,62,16,37,33,70,19,40,1,2,0,1,52,137,18,83,9,11,18,20,3,5,19,27,34,94,31,83,21,41,24,47,9,18,0,0,21,56,4,21,3,4,5,5,1,2,7,11,16,40,10,29,5,13,6,8,4,9,0,0,71.0,170.0,74.0,Southpaw,1982-03-20,3.85,0.47,4.67,0.59,0.65,0.64,0.65,0.0,68.0,155.0,69.0,Southpaw,1980-12-09,3.45,0.34,3.78,0.61,1.18,0.34,0.6,0.1
Josh Barnett,Randy Couture,0,0,0.58,0.85,,0.33,1,0,0,0,115,438,0,0,0.78,0.93,,0.5,1,0,0,0,16,271,0.58,0.85,0.78,0.93,KO/TKO,John McCarthy,1,2002-03-22,44,75,18,21,53,85,33,37,0,0,1,3,15,19,15,16,15,19,24,25,0,0,1,2,31,60,13,15,12,13,4,5,1,2,1,1,0,2,0,1,13,15,8,8,31,58,10,12,5,7,10,11,9,10,4,4,1,2,1,1,0,1,0,0,12,14,8,8,3,4,7,8,75.0,250.0,78.0,Orthodox,1977-11-10,3.20,0.5,2.11,0.57,1.26,0.55,0.55,1.4,73.0,205.0,75.0,Orthodox,1963-06-22,2.85,0.57,1.53,0.59,2.78,0.46,0.58,0.5
Pedro Rizzo,Andrei Arlovski,1,0,0.33,0.4,,,0,0,0,0,0,0,0,0,0.28,0.35,,,0,0,0,0,0,0,0.33,0.4,0.28,0.35,KO/TKO,Larry Landless,1,2002-03-22,27,80,38,95,27,80,38,95,0,0,0,0,11,38,15,42,11,38,15,42,0,0,0,0,10,55,10,48,1,1,1,1,16,24,27,46,26,79,37,93,1,1,1,2,0,0,0,0,5,30,5,25,1,1,0,0,5,7,10,17,10,37,15,41,1,1,0,1,0,0,0,0,73.0,241.0,,Orthodox,1974-05-03,1.93,0.34,3.02,0.5,0.26,0.28,0.78,0.0,75.0,240.0,77.0,Orthodox,1979-02-04,3.82,0.45,3.22,0.57,0.37,0.35,0.76,0.2
Matt Hughes,Hayato Sakurai,0,1,0.62,0.41,0.81,,0,0,0,0,952,0,0,0,0.4,0.4,1.0,,0,0,0,0,261,0,0.62,0.41,0.4,0.4,KO/TKO,John McCarthy,1,2002-03-22,36,58,5,12,112,137,14,22,9,11,0,0,4,10,2,5,20,26,7,11,3,3,0,0,34,56,4,11,2,2,0,0,0,0,1,1,8,12,5,12,1,1,0,0,27,45,0,0,4,10,1,4,0,0,0,0,0,0,1,1,2,2,2,5,0,0,0,0,2,8,0,0,69.0,170.0,73.0,Switch,1973-10-13,2.14,0.53,1.36,0.53,2.95,0.5,0.35,1.2,67.0,168.0,,Orthodox,1975-08-24,2.45,0.49,1.94,0.59,1.87,0.69,0.56,0.3
Matt Lindland,Pat Miletich,0,0,0.5,0.5,1.0,,0,0,0,0,170,0,0,0,0.5,0.5,1.0,,0,0,0,0,170,0,0.5,0.5,0.5,0.5,KO/TKO,Larry Landless,1,2002-03-22,20,40,1,2,62,85,1,2,1,1,0,0,20,40,1,2,62,85,1,2,1,1,0,0,19,39,0,1,1,1,1,1,0,0,0,0,0,2,1,2,0,0,0,0,20,38,0,0,19,39,0,1,1,1,1,1,0,0,0,0,0,2,1,2,0,0,0,0,20,38,0,0,72.0,185.0,74.0,Southpaw,1970-05-17,2.62,0.5,1.56,0.52,3.01,0.48,0.6,1.3,70.0,170.0,,Orthodox,1968-03-09,1.79,0.45,1.66,0.63,1.96,1.0,0.54,1.0
Evan Tanner,Elvis Sinosic,0,0,0.53,0.5,,,0,0,0,0,103,0,0,0,0.53,0.5,,,0,0,0,0,103,0,0.53,0.5,0.53,0.5,TKO - Doctor's Stoppage,Mason White,1,2002-03-22,7,13,4,8,12,18,7,11,0,0,0,0,7,13,4,8,12,18,7,11,0,0,0,0,5,10,0,4,2,3,2,2,0,0,2,2,0,4,2,5,2,3,2,3,5,6,0,0,5,10,0,4,2,3,2,2,0,0,2,2,0,4,2,5,2,3,2,3,5,6,0,0,72.0,185.0,74.0,Orthodox,1971-02-11,3.05,0.59,2.64,0.56,2.55,0.43,0.25,1.3,75.0,205.0,77.0,Orthodox,1971-02-13,1.13,0.37,4.60,0.53,0.00,0.0,0.0,1.2
Frank Mir,Pete Williams,0,0,0.66,0.0,,1.0,1,0,0,0,2,19,0,0,0.66,0.0,,1.0,1,0,0,0,2,19,0.66,0.0,0.66,0.0,Submission,John McCarthy,1,2002-03-22,4,6,0,1,4,6,0,1,0,0,1,1,4,6,0,1,4,6,0,1,0,0,1,1,1,3,0,1,1,1,0,0,2,2,0,0,4,6,0,1,0,0,0,0,0,0,0,0,1,3,0,1,1,1,0,0,2,2,0,0,4,6,0,1,0,0,0,0,0,0,0,0,75.0,264.0,79.0,Southpaw,1979-05-24,2.18,0.47,3.84,0.38,2.02,0.4,0.54,2.0,75.0,235.0,,Orthodox,1975-07-10,0.61,0.62,2.77,0.4,1.84,0.4,0.16,0.9
Matt Serra,Kelly Dullanty,0,0,0.25,0.0,0.33,,3,0,0,0,142,11,0,0,0.25,0.0,0.33,,3,0,0,0,142,11,0.25,0.0,0.25,0.0,Submission,Larry Landless,1,2002-03-22,2,8,0,1,14,20,17,21,1,3,0,0,2,8,0,1,14,20,17,21,1,3,0,0,2,8,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,6,0,0,2,8,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,6,0,0,66.0,170.0,68.0,Orthodox,1974-06-02,1.98,0.39,2.64,0.46,2.05,0.2,0.38,0.9,68.0,155.0,,Orthodox,1977-11-04,0.00,0.0,0.67,0.75,0.00,0.0,0.66,0.0
Sean Sherk,Jutaro Nakao,0,0,0.7,0.2,0.5,,0,0,0,0,730,2,0,0,0.8,0.28,0.28,,0,0,0,0,242,2,0.7,0.2,0.8,0.28,Decision - Unanimous,Mason White,1,2002-03-22,21,30,4,20,227,241,8,24,7,14,0,0,4,5,2,7,59,63,2,7,2,7,0,0,16,25,1,13,1,1,2,6,4,4,1,1,2,6,2,14,5,6,2,6,14,18,0,0,2,3,0,2,1,1,2,5,1,1,0,0,0,1,0,2,2,2,2,5,2,2,0,0,66.0,155.0,67.0,Orthodox,1973-08-05,2.17,0.35,2.71,0.55,4.09,0.46,0.56,0.4,69.0,170.0,,Southpaw,1970-11-30,0.53,0.38,1.06,0.44,0.38,0.5,0.56,0.0
Jens Pulver,BJ Penn,0,0,0.38,0.52,1.0,0.7,0,2,4,0,501,384,0,0,0.25,0.57,1.0,0.5,0,1,0,0,160,73,0.38,0.52,0.25,0.57,Decision - Majority,John McCarthy,1,2002-01-11,38,98,49,93,122,186,161,210,1,1,7,10,2,8,4,7,22,28,41,47,1,1,1,2,28,88,35,76,5,5,5,7,5,5,9,10,22,70,39,78,3,3,3,4,13,25,7,11,1,7,3,6,1,1,1,1,0,0,0,0,2,6,3,6,0,0,1,1,0,2,0,0,67.0,145.0,70.0,Southpaw,1974-12-06,2.12,0.37,3.13,0.56,0.22,0.33,0.63,0.3,69.0,155.0,70.0,Orthodox,1978-12-13,2.76,0.48,3.20,0.56,1.19,0.55,0.74,0.5
Ricco Rodriguez,Jeff Monson,0,0,0.64,0.35,0.75,0.33,1,0,0,0,400,236,0,0,0.82,0.8,1.0,0.5,1,0,0,0,147,116,0.64,0.35,0.82,0.8,KO/TKO,Larry Landless,1,2002-01-11,42,65,7,20,100,126,45,60,3,4,2,6,14,17,4,5,29,33,28,29,2,2,1,2,26,47,2,13,14,15,2,3,2,3,3,4,7,19,2,11,18,24,5,9,17,22,0,0,9,11,0,1,5,6,2,2,0,0,2,2,0,1,0,1,7,9,4,4,7,7,0,0,76.0,265.0,,Orthodox,1977-08-19,1.85,0.51,1.15,0.61,2.30,0.39,0.4,1.0,69.0,247.0,74.0,Orthodox,1971-01-18,0.97,0.3,2.87,0.59,1.06,0.12,0.66,0.7
Murilo Bustamante,Dave Menne,1,0,0.75,0.42,0.28,,0,0,0,0,187,0,0,0,0.6,0.41,0.28,,0,0,0,0,185,0,0.75,0.42,0.6,0.41,KO/TKO,John McCarthy,1,2002-01-11,9,12,14,33,14,17,23,42,2,7,0,0,3,5,10,24,8,10,19,33,2,7,0,0,8,11,3,20,1,1,5,5,0,0,6,8,4,5,7,25,1,3,7,8,4,4,0,0,2,4,2,15,1,1,4,4,0,0,4,5,2,2,3,16,1,3,7,8,0,0,0,0,74.0,183.0,,Orthodox,1966-07-30,1.33,0.32,1.90,0.6,2.46,0.33,0.54,1.2,70.0,170.0,,Orthodox,1974-07-29,1.84,0.44,1.99,0.42,0.46,0.5,0.57,2.5
Chuck Liddell,Amar Suloev,0,0,0.31,0.37,,,0,0,0,0,0,0,0,0,0.3,0.38,,,0,0,0,0,0,0,0.31,0.37,0.3,0.38,Decision - Unanimous,Larry Landless,1,2002-01-11,46,144,26,69,46,144,26,69,0,0,0,0,15,50,10,26,15,50,10,26,0,0,0,0,17,107,14,53,0,1,2,5,29,36,10,11,44,141,26,69,2,3,0,0,0,0,0,0,7,39,6,20,0,0,1,3,8,11,3,3,14,48,10,26,1,2,0,0,0,0,0,0,74.0,205.0,76.0,Orthodox,1969-12-17,2.97,0.35,2.71,0.56,0.44,0.75,0.81,0.0,69.0,183.0,,Orthodox,1976-07-01,1.98,0.37,2.19,0.7,0.27,1.0,0.88,0.3
Andrei Semenov,Ricardo Almeida,1,0,0.17,0.34,,0.25,0,5,0,0,147,45,0,0,0.12,0.26,,0.33,0,2,0,0,103,45,0.17,0.34,0.12,0.26,KO/TKO,Mason White,1,2002-01-11,5,29,12,35,35,59,12,35,0,0,1,4,2,16,7,26,30,44,7,26,0,0,1,3,5,29,6,29,0,0,1,1,0,0,5,5,3,22,7,28,1,2,5,7,1,5,0,0,2,16,3,22,0,0,1,1,0,0,3,3,1,13,3,21,1,2,4,5,0,1,0,0,72.0,185.0,,Orthodox,1977-06-17,0.78,0.15,2.44,0.6,1.74,0.8,0.55,0.4,72.0,170.0,74.0,Orthodox,1976-11-29,2.02,0.49,1.20,0.61,3.74,0.38,0.31,1.2
Kevin Randleman,Renato Sobral,0,0,0.46,0.66,1.0,,0,5,0,0,767,0,0,0,0.33,0.5,1.0,,0,0,0,0,236,0,0.46,0.66,0.33,0.5,Decision - Unanimous,John McCarthy,1,2002-01-11,18,39,2,3,72,100,24,26,1,1,0,0,4,12,1,2,32,41,6,7,1,1,0,0,18,39,1,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,18,39,1,1,4,12,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,4,12,0,0,70.0,205.0,,Orthodox,1971-08-10,1.26,0.54,1.12,0.57,2.00,0.56,0.3,0.8,73.0,205.0,75.0,Orthodox,1975-09-07,2.23,0.45,1.53,0.57,2.48,0.42,0.65,2.6
